"","bin","state","type","dis_sd","dis_var","h_sd","h_var","bin2","f","cf"
"125","H3K27me3-human_GM12878_ENCFF001SUI_309","H3K27me3","No Known Liver Disease",0.173569000288931,0.030126197861299,0.192345717442013,0.0369968750182829,125,0.81429033793831,1.22393322372453
"126","H3K27me3-human_GM12878_ENCFF001SUI_314","H3K27me3","No Known Liver Disease",0.18475877262177,0.0341358040607028,0.185041386251037,0.0342403146257053,126,0.996947733508148,1.22393322372453
"127","H3K27me3-human_GM12878_ENCFF001SUI_315","H3K27me3","No Known Liver Disease",0.175646167608276,0.0308515761954746,0.191084646071739,0.0365133419643618,127,0.84493980927812,1.22393322372453
"128","H3K27me3-human_GM12878_ENCFF001SUI_319","H3K27me3","No Known Liver Disease",0.256879854813163,0.065987259808832,0.278547172636192,0.0775885273836164,128,0.850477023266276,1.22393322372453
"129","H3K27me3-human_GM12878_ENCFF001SUI_320","H3K27me3","No Known Liver Disease",0.180846593252528,0.0327054902910452,0.156180115095333,0.0243922283511913,129,1.34081600992588,1.22393322372453
"130","H3K27me3-human_GM12878_ENCFF001SUI_323","H3K27me3","No Known Liver Disease",0.142901396823241,0.0204208092140333,0.151570454637842,0.0229736027191222,130,0.888881446401784,1.22393322372453
"131","H3K27me3-human_GM12878_ENCFF001SUI_325","H3K27me3","No Known Liver Disease",0.153358139720022,0.0235187190183859,0.182932567082171,0.0334643240992731,131,0.702799762177081,1.22393322372453
"132","H3K27me3-human_GM12878_ENCFF001SUI_327","H3K27me3","No Known Liver Disease",0.202403224351159,0.0409670652277455,0.204772561730494,0.0419318020376688,132,0.976992717626191,1.22393322372453
"133","H3K27me3-human_GM12878_ENCFF001SUI_344","H3K27me3","No Known Liver Disease",0.21890586143428,0.0479197761702842,0.268629998232867,0.0721620759505903,133,0.664057616677977,1.22393322372453
"134","H3K27me3-human_GM12878_ENCFF001SUI_354","H3K27me3","No Known Liver Disease",0.189441251845747,0.0358879879008838,0.169502567359207,0.0287311203413624,134,1.24909810249265,1.22393322372453
"135","H3K27me3-human_GM12878_ENCFF001SUI_359","H3K27me3","No Known Liver Disease",0.251804261357167,0.0634053860376285,0.178842930121869,0.0319847936545758,135,1.98236032792282,1.22393322372453
"136","H3K27me3-human_GM12878_ENCFF001SUI_360","H3K27me3","No Known Liver Disease",0.157757538522074,0.0248874409605437,0.177661719744326,0.0315636866625116,136,0.788483336140283,1.22393322372453
"137","H3K27me3-human_GM12878_ENCFF001SUI_365","H3K27me3","No Known Liver Disease",0.14429941371404,0.0208223207982157,0.162149378024444,0.0262924207937142,137,0.791951451012598,1.22393322372453
"138","H3K27me3-human_GM12878_ENCFF001SUI_366","H3K27me3","No Known Liver Disease",0.222097756475096,0.0493274134312712,0.166931232482739,0.0278660363782062,138,1.77016252910119,1.22393322372453
"139","H3K27me3-human_GM12878_ENCFF001SUI_367","H3K27me3","No Known Liver Disease",0.151757026758309,0.0230301951705221,0.183091076248133,0.0335223422016995,139,0.687010323799945,1.22393322372453
"140","H3K27me3-human_GM12878_ENCFF001SUI_375","H3K27me3","No Known Liver Disease",0.204928292263479,0.0419956049700258,0.187416287475613,0.0351248648111417,140,1.19560901360977,1.22393322372453
"141","H3K27me3-human_GM12878_ENCFF001SUI_376","H3K27me3","No Known Liver Disease",0.186121727809127,0.0346412975626546,0.203490213661427,0.041408267055973,141,0.8365792636487,1.22393322372453
"142","H3K27me3-human_GM12878_ENCFF001SUI_377","H3K27me3","No Known Liver Disease",0.216927841494768,0.0470576884155791,0.215816600471434,0.0465768050390466,142,1.01032452475281,1.22393322372453
"143","H3K27me3-human_GM12878_ENCFF001SUI_38","H3K27me3","No Known Liver Disease",0.210776969778162,0.0444269309888643,0.201432626527545,0.0405751030297854,143,1.09493082386633,1.22393322372453
"144","H3K27me3-human_GM12878_ENCFF001SUI_381","H3K27me3","No Known Liver Disease",0.181336272454282,0.0328828437076135,0.207631113608405,0.0431106793382664,144,0.762754013909163,1.22393322372453
"145","H3K27me3-human_GM12878_ENCFF001SUI_431","H3K27me3","No Known Liver Disease",0.16973885018845,0.0288112772632972,0.16904140226846,0.0285749956808875,145,1.00826882303145,1.22393322372453
"146","H3K27me3-human_GM12878_ENCFF001SUI_444","H3K27me3","No Known Liver Disease",0.174690930219056,0.0305169211007993,0.174395491116884,0.030413787321899,146,1.00339102058579,1.22393322372453
"147","H3K27me3-human_GM12878_ENCFF001SUI_445","H3K27me3","No Known Liver Disease",0.215355894504975,0.0463781612980381,0.224537278286024,0.0504169893400953,147,0.919891526746813,1.22393322372453
"148","H3K27me3-human_GM12878_ENCFF001SUI_446","H3K27me3","No Known Liver Disease",0.164584518106408,0.0270880636003184,0.166374105809203,0.0276803430838119,148,0.978602885025663,1.22393322372453
