"","tool","population","sensitivity","specificity"
"467","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.485759871782553,0.839339720701031
"468","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.381969528065186,0.823279968905815
"469","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.387212129525458,0.834814355499865
"470","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.527682034549073,0.779808648894539
"471","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.44797349680445,0.853854497978992
"472","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.440240663965325,0.791451925143058
"473","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.521619183571059,0.798435101233995
"474","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.638726741581339,0.828722744440788
"475","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.368093125562898,0.816880583925085
"476","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.338998034470046,0.840802604904291
"477","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.497538862290029,0.81965651626271
"478","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.541316736490288,0.818224871227666
"479","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.336873315514357,0.748595767323692
"480","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.560814880126993,0.821505532379672
"481","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.457696006396781,0.809876414976017
"482","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.579871227352238,0.829201735954545
"483","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.281260764525244,0.89466860694864
"484","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.507388335121693,0.792608730137287
"485","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.602167300401552,0.822660426227926
"486","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.587152292748668,0.828454829375381
"487","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.578244120195477,0.83560342534868
"488","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.607287611384458,0.806261183140907
"489","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.469280487064308,0.848059685670002
"490","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.563845482669559,0.791472766980674
"491","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.349641728142767,0.823890914170333
"492","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.667407014559148,0.799446513427325
"493","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.539589536858705,0.8207232139153
"494","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.781883233000758,0.84444490543757
"495","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.449171430916622,0.810550913995745
"496","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.523911576764775,0.817119945872939
"497","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.53596991914225,0.83154390928887
"498","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.433708653192245,0.823972308265064
"499","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.418411092482755,0.823982161737237
"500","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.600321220507494,0.797675530313584
"501","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.608977774708103,0.837494110362086
"502","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.32732130926341,0.835736741833867
"503","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.548729028493018,0.832956185074216
"504","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.605911312128357,0.818284861851303
"505","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.474800633590236,0.819153876990981
"506","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.469529737727497,0.809466436507743
"507","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.378643214270604,0.81238066443063
"508","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.282181198451131,0.799659153801873
"509","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.334613743567051,0.814899701632671
"510","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.516659341258582,0.832287981485126
"511","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.564583344357284,0.81187579018554
"512","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.48182865194564,0.830470889538179
"513","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.504660456620417,0.836883487205998
"514","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.466918353315494,0.796715298062868
"515","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.736082847903542,0.841283349709652
"516","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.428304593555102,0.804564268852445
"517","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.286641649953025,0.775101172359959
"518","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.503288691099368,0.812721070316542
"519","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.38747878134035,0.786953828295022
"520","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.40815058574872,0.846344643756538
"521","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.616708586528441,0.855391908966652
"522","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.505518709398367,0.849511388094593
"523","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.471678045051592,0.82343072365987
"524","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.508072675597923,0.850500559396265
"525","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.386691001323145,0.800874393404531
"526","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.435075768631387,0.823529884829533
"527","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.372107096281822,0.811696999798012
"528","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.565696416662503,0.76952337207673
"529","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.329006164253136,0.790466727101126
"530","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.284050325283436,0.814690990218552
"531","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.577766059685624,0.838150629806665
"532","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.56900547172839,0.812526022574969
"533","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.515839148608119,0.833990622524151
"534","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.555984193143437,0.826218859353375
"535","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.468539005435134,0.797455111844505
"536","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.608635660783403,0.816620741234262
"537","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.237914876711903,0.827413236719926
"538","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.482058065742059,0.857745235195058
"539","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.487795398886069,0.85665194107176
"540","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.512712486141062,0.843999297730787
"541","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.624304147817808,0.787587591462127
"542","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.344191052756932,0.825780967813207
"543","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.32704198912833,0.854370494882036
"544","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.702677817658082,0.831696439583447
"545","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.516988643813299,0.776120034090983
"546","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.382128238701575,0.765351941468763
"547","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.409207873593396,0.816060655176419
"548","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.643878827797265,0.828259869749699
"549","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.560934868315381,0.798768894475794
"550","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.505421501787505,0.814055012158113
"551","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.453724863424195,0.821221049927663
"552","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.625663400882201,0.818020275734741
"553","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.569785032379948,0.855086863486055
"554","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.664890875687182,0.840812591629176
"555","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.38862279352794,0.782749133450026
"556","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.407475608169493,0.86081497777603
"557","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.486915226508697,0.823690330752186
"558","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.550650306913879,0.805943986798268
"559","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.619092786354702,0.856342351027161
"560","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.598053110689506,0.765896764661848
"561","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.458416183586711,0.817174081754923
"562","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.650542498654123,0.845533361720659
"563","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.459869041023706,0.759959172532135
"564","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.515770169348314,0.806050718085379
"565","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.694488782587114,0.836151788336889
"566","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.671646065973643,0.755254401418983
"567","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.643227901337184,0.817320371474372
"568","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.405205445285038,0.851634499612538
"569","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.447602235171922,0.767472377556731
"570","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.436071692603318,0.818318534380365
"571","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.554380880711376,0.826025098597172
"572","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.363572668451773,0.81655001916045
"573","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.562669001286389,0.858978455752463
"574","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.412538952465149,0.83592751202185
"575","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.603052742875741,0.844409931833012
"576","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.421163689499469,0.855702045032373
"577","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.426237188769885,0.817006870028734
"578","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.620816144563405,0.810804778683343
"579","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.546779255140711,0.817753854056002
"580","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.375652983737745,0.806506784751566
"581","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.484508163518968,0.84752116254842
"582","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.559791808399499,0.806837679604651
"583","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.538815348955154,0.842670171511425
"584","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.445854064597436,0.810406781629275
"585","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.496274763997338,0.84670935853533
"586","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.520169790936836,0.784018861631643
"587","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.501279934349173,0.844863112885747
"588","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.350104967430726,0.858127649678184
"589","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.565192347211846,0.840094464679949
"590","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.586653595270161,0.816826519592995
"591","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.45407043422184,0.833827676048861
"592","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.371739820898399,0.811340973994488
"593","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.530056473865199,0.850505780197408
"594","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.530060836322507,0.823445772327226
"595","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.553943411081287,0.812865478957704
"596","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.548175478944985,0.84860666601589
"597","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.555863253639935,0.833866921318687
"598","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.570748976969927,0.813378456975333
"599","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.487838471441873,0.834954996499464
"600","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.39519818746827,0.801267478301149
"601","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.611063325558018,0.807006682418399
"602","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.504445477886784,0.849220798020817
"603","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.546050546128498,0.85043255051788
"604","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.607837353362177,0.807767481321885
"605","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.397174115372634,0.800529315258254
"606","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.360661114824928,0.829701390298808
"607","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.554340343674667,0.8003672331223
"608","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.530185352810819,0.836333613820415
"609","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.39865292729922,0.823536850711973
"610","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.523915128842308,0.797833340709537
"611","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.581269227146241,0.83625755529739
"612","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.531460197943985,0.816409477151096
"613","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.45209282668571,0.770533139517876
"614","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.332425485496267,0.763857429381979
"615","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.532414020108601,0.817133976855459
"616","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.577634813999571,0.845223350150674
"617","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.634120239466835,0.841075248893994
"618","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.640864204918658,0.81902399760203
"619","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.473691814917263,0.794513890548166
"620","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.57129483809312,0.820255993736214
"621","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.321777411882033,0.848661021871105
"622","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.642987050926431,0.766665469318026
"623","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.466108907130363,0.860347243805343
"624","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.584385767571894,0.837925674193924
"625","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.598839144580983,0.81553174455929
"626","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.47889331414791,0.83913990176461
"627","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.650806893047475,0.836246801983436
"628","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.538703605259773,0.827001603223093
"629","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.478168670159128,0.851770910293673
"630","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.520088899009224,0.835683301231005
"631","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.650518296546395,0.810450198710651
"632","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.517114511580339,0.815616318590487
"633","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.541077855083065,0.803448325915988
"634","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.660794122032243,0.853711377249759
"635","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.595700602695852,0.862301157314243
"636","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.741186739574801,0.848954052224054
"637","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.417309826602483,0.807800529697602
"638","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.614138792579604,0.795587095722438
"639","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.745699330878027,0.843421373715456
"640","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.373790357518552,0.879026059624805
"641","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.446718709959064,0.830038746634492
"642","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.509017911530974,0.821224532964562
"643","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.561612663051115,0.809094421497058
"644","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.335341204658322,0.838511453921401
"645","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.331816681059828,0.821521951415519
"646","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.460871277201704,0.788513650636163
"647","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.574961260342508,0.807952908627085
"648","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.457531695631801,0.815452300708695
"649","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.394235858130643,0.84034200444603
"650","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.656422430562092,0.769975036035882
"651","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.494901378497052,0.838707542864036
"652","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.424715809649443,0.819682983772897
"653","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.608005680757124,0.82235012209179
"654","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.536453577722789,0.838713200920323
"655","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.565480236457172,0.838383609957032
"656","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.563740303855466,0.806713494081315
"657","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.3954853466097,0.861850143134036
"658","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.356555870593943,0.824882491236604
"659","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.599069470165553,0.833397264421903
"660","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.524374991104895,0.823414733130544
"661","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.323060361529943,0.860741737772864
"662","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.570092068925628,0.84164742083022
"663","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.37304295633436,0.810149688461429
"664","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.397875578153395,0.830614844622848
"665","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.477818896318727,0.85883852584769
"666","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.454320658704591,0.813136460371659
"667","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.361562492867,0.825277525990855
"668","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.714625598859074,0.813008408700924
"669","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.489695452247331,0.830343318858912
"670","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.528333463000644,0.819457644757382
"671","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.393975551461667,0.809039466916
"672","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.38095031615927,0.792437796964431
"673","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.565327304384133,0.820486066313378
"674","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.420167628855286,0.823698980458831
"675","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.59318605716495,0.83699070860789
"676","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.554931192947609,0.795530487856851
"677","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.430421378549137,0.833348929385051
"678","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.496396818658166,0.778866374955557
"679","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.651225507194249,0.843660379574098
"680","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.668499920736373,0.883143325544039
"681","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.603765864509239,0.829496460513821
"682","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.531130923473879,0.835091120825307
"683","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.36519877553365,0.849192515478362
"684","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.300725871035285,0.813928880723184
"685","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.361318122653985,0.811530028535374
"686","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.649955199289633,0.847300798081881
"687","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.318561867709973,0.812700499014678
"688","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.393452739200525,0.816971111461913
"689","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.508953106182532,0.834806686929487
"690","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.480042343419542,0.813903809646131
"691","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.718739354485198,0.844976899807301
"692","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.373422541909473,0.796259813646038
"693","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.481097684615764,0.770159718372985
"694","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.483440764281468,0.801128260127681
"695","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.692284916265963,0.839715282688259
"696","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.65861548721798,0.855923412870824
"697","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.643059188655807,0.802673431588534
"698","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.243296007278597,0.829605456736754
"699","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.462660486457712,0.836190328018779
"700","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.379495237072638,0.840558227399404
"701","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.409295201838092,0.82005610109291
"702","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.774188666359737,0.791344538350586
"703","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.517155548976886,0.850029531772146
"704","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.504101706031375,0.825315805131509
"705","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.485016273885934,0.775934314048489
"706","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.599851220693032,0.787888632300309
"707","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.470431484387966,0.840775099698441
"708","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.632627282795319,0.824305585730168
"709","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.406277320338647,0.852196591323721
"710","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.522214494510741,0.824409456718815
"711","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.303203131471439,0.811224975887037
"712","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.356739295838041,0.797618021173984
"713","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.457455128130359,0.843803810939361
"714","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.552127801981836,0.833066876123073
"715","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.314571201183719,0.830754937418389
"716","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.543072081178553,0.826043222568201
"717","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.48792821337625,0.801479254569695
"718","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.382410383361726,0.784593087227788
"719","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.43724869629429,0.805151134797322
"720","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.506116256730269,0.843756240859598
"721","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.382777118677949,0.881970852958793
"722","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.38640804410728,0.828849003620989
"723","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.546291674092845,0.833412893602433
"724","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.389518221002335,0.827291582047968
"725","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.469832253269491,0.828802931702588
"726","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.458975195730042,0.868046103600898
"727","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.526560025559506,0.856933686553035
"728","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.593185415828345,0.85353641257814
"729","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.361383382527333,0.749963217693812
"730","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.64954137458901,0.849326680795125
"731","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.622215077009124,0.809122089507449
"732","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.413286087088475,0.766519347938234
"733","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.54953485661085,0.826618134022242
"734","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.416053731337876,0.811069545133746
"735","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.510606654669775,0.829064159016563
"736","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.52661589147296,0.836508006842333
"737","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.561683251044384,0.822068479982692
"738","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.39294369753023,0.818611459103017
"739","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.301092816162361,0.799395733486205
"740","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.470258058813824,0.843656806650927
"741","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.431020405396872,0.838108434629429
"742","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.409914913479045,0.813272813212226
"743","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.437184946618856,0.798530803647862
"744","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.378821520055492,0.854010193476736
"745","cfDNA Fragmentome LCr Score","Pre-fibrotic liver disease",0.45884040612523,0.81546657257405
