"","training","fam","f","type","n","out","perc","c2"
"1621","Validation","LINE","L1M4a1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1622","Validation","LINE","L1M4a1#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1623","Validation","LINE","L1M4a2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1624","Validation","LINE","L1M4a2#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1625","Validation","LINE","L1M4b#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1626","Validation","LINE","L1M4b#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1627","Validation","LINE","L1M4c#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1628","Validation","LINE","L1M4c#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1629","Validation","LINE","L1M5#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1630","Validation","LINE","L1M5#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1631","Validation","LINE","L1M6#LINE_L1","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"1632","Validation","LINE","L1M6#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1633","Validation","LINE","L1M6B#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1634","Validation","LINE","L1M6B#LINE_L1","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"1635","Validation","LINE","L1M7#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1636","Validation","LINE","L1M7#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1637","Validation","LINE","L1M8#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1638","Validation","LINE","L1M8#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1639","Validation","LINE","L1MA1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1640","Validation","LINE","L1MA1#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1641","Validation","LINE","L1MA10#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1642","Validation","LINE","L1MA10#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1643","Validation","LINE","L1MA2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,7,0.0823529411764706,"FALSE"
"1644","Validation","LINE","L1MA2#LINE_L1","No Known Liver Disease",106,9,0.0849056603773585,"FALSE"
"1645","Validation","LINE","L1MA3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1646","Validation","LINE","L1MA3#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1647","Validation","LINE","L1MA4#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1648","Validation","LINE","L1MA4#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1649","Validation","LINE","L1MA4A#LINE_L1","Advanced Fibrosis/Cirrhosis",85,8,0.0941176470588235,"FALSE"
"1650","Validation","LINE","L1MA4A#LINE_L1","No Known Liver Disease",106,9,0.0849056603773585,"FALSE"
"1651","Validation","LINE","L1MA5#LINE_L1","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"1652","Validation","LINE","L1MA5#LINE_L1","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"1653","Validation","LINE","L1MA5A#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1654","Validation","LINE","L1MA5A#LINE_L1","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"1655","Validation","LINE","L1MA6#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1656","Validation","LINE","L1MA6#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1657","Validation","LINE","L1MA7#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1658","Validation","LINE","L1MA7#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1659","Validation","LINE","L1MA8#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1660","Validation","LINE","L1MA8#LINE_L1","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"1661","Validation","LINE","L1MA9#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1662","Validation","LINE","L1MA9#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1663","Validation","LINE","L1MB1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1664","Validation","LINE","L1MB1#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1665","Validation","LINE","L1MB2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1666","Validation","LINE","L1MB2#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1667","Validation","LINE","L1MB3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1668","Validation","LINE","L1MB3#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1669","Validation","LINE","L1MB4#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1670","Validation","LINE","L1MB4#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1671","Validation","LINE","L1MB5#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1672","Validation","LINE","L1MB5#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1673","Validation","LINE","L1MB7#LINE_L1","Advanced Fibrosis/Cirrhosis",85,7,0.0823529411764706,"FALSE"
"1674","Validation","LINE","L1MB7#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1675","Validation","LINE","L1MB8#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1676","Validation","LINE","L1MB8#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1677","Validation","LINE","L1MC#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1678","Validation","LINE","L1MC#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1679","Validation","LINE","L1MC1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1680","Validation","LINE","L1MC1#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1681","Validation","LINE","L1MC2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1682","Validation","LINE","L1MC2#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1683","Validation","LINE","L1MC3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"1684","Validation","LINE","L1MC3#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1685","Validation","LINE","L1MC4#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1686","Validation","LINE","L1MC4#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1687","Validation","LINE","L1MC4a#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1688","Validation","LINE","L1MC4a#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1689","Validation","LINE","L1MC5#LINE_L1","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"1690","Validation","LINE","L1MC5#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1691","Validation","LINE","L1MC5a#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1692","Validation","LINE","L1MC5a#LINE_L1","No Known Liver Disease",106,0,0,"FALSE"
"1693","Validation","LINE","L1MCa#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1694","Validation","LINE","L1MCa#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1695","Validation","LINE","L1MCb#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1696","Validation","LINE","L1MCb#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1697","Validation","LINE","L1MCc#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1698","Validation","LINE","L1MCc#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1699","Validation","LINE","L1MD#LINE_L1","Advanced Fibrosis/Cirrhosis",85,6,0.0705882352941176,"FALSE"
"1700","Validation","LINE","L1MD#LINE_L1","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"1701","Validation","LINE","L1MD1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1702","Validation","LINE","L1MD1#LINE_L1","No Known Liver Disease",106,0,0,"FALSE"
"1703","Validation","LINE","L1MD2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1704","Validation","LINE","L1MD2#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1705","Validation","LINE","L1MD3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1706","Validation","LINE","L1MD3#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1707","Validation","LINE","L1MDa#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1708","Validation","LINE","L1MDa#LINE_L1","No Known Liver Disease",106,12,0.113207547169811,"No Known Liver Disease"
"1709","Validation","LINE","L1MDb#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1710","Validation","LINE","L1MDb#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1711","Validation","LINE","L1ME1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1712","Validation","LINE","L1ME1#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1713","Validation","LINE","L1ME2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1714","Validation","LINE","L1ME2#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1715","Validation","LINE","L1ME2z#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1716","Validation","LINE","L1ME2z#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1717","Validation","LINE","L1ME3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1718","Validation","LINE","L1ME3#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1719","Validation","LINE","L1ME3A#LINE_L1","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"1720","Validation","LINE","L1ME3A#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1721","Validation","LINE","L1ME3B#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1722","Validation","LINE","L1ME3B#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1723","Validation","LINE","L1ME3C#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1724","Validation","LINE","L1ME3C#LINE_L1","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"1725","Validation","LINE","L1ME3Cz#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1726","Validation","LINE","L1ME3Cz#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1727","Validation","LINE","L1ME3D#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1728","Validation","LINE","L1ME3D#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1729","Validation","LINE","L1ME3E#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1730","Validation","LINE","L1ME3E#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1731","Validation","LINE","L1ME3F#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1732","Validation","LINE","L1ME3F#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1733","Validation","LINE","L1ME3G#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1734","Validation","LINE","L1ME3G#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1735","Validation","LINE","L1ME4a#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1736","Validation","LINE","L1ME4a#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1737","Validation","LINE","L1ME4b#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1738","Validation","LINE","L1ME4b#LINE_L1","No Known Liver Disease",106,0,0,"FALSE"
"1739","Validation","LINE","L1ME4c#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1740","Validation","LINE","L1ME4c#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1741","Validation","LINE","L1ME5#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1742","Validation","LINE","L1ME5#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1743","Validation","LINE","L1MEa#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1744","Validation","LINE","L1MEa#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1745","Validation","LINE","L1MEb#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1746","Validation","LINE","L1MEb#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1747","Validation","LINE","L1MEc#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1748","Validation","LINE","L1MEc#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1749","Validation","LINE","L1MEd#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1750","Validation","LINE","L1MEd#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1751","Validation","LINE","L1MEf#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1752","Validation","LINE","L1MEf#LINE_L1","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"1753","Validation","LINE","L1MEg#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1754","Validation","LINE","L1MEg#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1755","Validation","LINE","L1MEg1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1756","Validation","LINE","L1MEg1#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1757","Validation","LINE","L1MEg2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1758","Validation","LINE","L1MEg2#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1759","Validation","LINE","L1MEh#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1760","Validation","LINE","L1MEh#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1761","Validation","LINE","L1MEi#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1762","Validation","LINE","L1MEi#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1763","Validation","LINE","L1MEj#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1764","Validation","LINE","L1MEj#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1765","Validation","LINE","L1P#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1766","Validation","LINE","L1P#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1767","Validation","LINE","L1P1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1768","Validation","LINE","L1P1#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1769","Validation","LINE","L1P2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1770","Validation","LINE","L1P2#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1771","Validation","LINE","L1P3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1772","Validation","LINE","L1P3#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1773","Validation","LINE","L1P3b#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1774","Validation","LINE","L1P3b#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1775","Validation","LINE","L1P4#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1776","Validation","LINE","L1P4#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1777","Validation","LINE","L1P4a#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1778","Validation","LINE","L1P4a#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1779","Validation","LINE","L1P4d#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1780","Validation","LINE","L1P4d#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1781","Validation","LINE","L1P4e#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1782","Validation","LINE","L1P4e#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1783","Validation","LINE","L1P5#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1784","Validation","LINE","L1P5#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1785","Validation","LINE","L1PA10#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1786","Validation","LINE","L1PA10#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1787","Validation","LINE","L1PA11#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1788","Validation","LINE","L1PA11#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1789","Validation","LINE","L1PA12#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1790","Validation","LINE","L1PA12#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1791","Validation","LINE","L1PA13#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1792","Validation","LINE","L1PA13#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1793","Validation","LINE","L1PA14#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1794","Validation","LINE","L1PA14#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1795","Validation","LINE","L1PA15#LINE_L1","Advanced Fibrosis/Cirrhosis",85,8,0.0941176470588235,"FALSE"
"1796","Validation","LINE","L1PA15#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1797","Validation","LINE","L1PA15-16#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1798","Validation","LINE","L1PA15-16#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1799","Validation","LINE","L1PA16#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1800","Validation","LINE","L1PA16#LINE_L1","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"1801","Validation","LINE","L1PA17#LINE_L1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"1802","Validation","LINE","L1PA17#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1803","Validation","LINE","L1PA2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1804","Validation","LINE","L1PA2#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1805","Validation","LINE","L1PA3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,7,0.0823529411764706,"FALSE"
"1806","Validation","LINE","L1PA3#LINE_L1","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"1807","Validation","LINE","L1PA4#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1808","Validation","LINE","L1PA4#LINE_L1","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"1809","Validation","LINE","L1PA5#LINE_L1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"1810","Validation","LINE","L1PA5#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1811","Validation","LINE","L1PA6#LINE_L1","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"1812","Validation","LINE","L1PA6#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1813","Validation","LINE","L1PA7#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1814","Validation","LINE","L1PA7#LINE_L1","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"1815","Validation","LINE","L1PA8#LINE_L1","Advanced Fibrosis/Cirrhosis",85,6,0.0705882352941176,"FALSE"
"1816","Validation","LINE","L1PA8#LINE_L1","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"1817","Validation","LINE","L1PA8A#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1818","Validation","LINE","L1PA8A#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1819","Validation","LINE","L1PB#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1820","Validation","LINE","L1PB#LINE_L1","No Known Liver Disease",106,0,0,"FALSE"
"1821","Validation","LINE","L1PB1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1822","Validation","LINE","L1PB1#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1823","Validation","LINE","L1PB2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1824","Validation","LINE","L1PB2#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
