"","tool","metric","score"
"305","cfDNA Fragmentome LCr Score","fnr",0.269765593961065
"306","cfDNA Fragmentome LCr Score","fnr",0.23943661971831
"307","cfDNA Fragmentome LCr Score","fnr",0.199481865284974
"308","cfDNA Fragmentome LCr Score","fnr",0.265260323159785
"309","cfDNA Fragmentome LCr Score","fnr",0.250944187998321
"310","cfDNA Fragmentome LCr Score","fnr",0.23134328358209
"311","cfDNA Fragmentome LCr Score","fnr",0.208872458410351
"312","cfDNA Fragmentome LCr Score","fnr",0.21167283189478
"313","cfDNA Fragmentome LCr Score","fnr",0.204604530263647
"314","cfDNA Fragmentome LCr Score","fnr",0.245409015025042
"315","cfDNA Fragmentome LCr Score","fnr",0.216067653276956
"316","cfDNA Fragmentome LCr Score","fnr",0.193009118541033
"317","cfDNA Fragmentome LCr Score","fnr",0.273604060913706
"318","cfDNA Fragmentome LCr Score","fnr",0.238335925349922
"319","cfDNA Fragmentome LCr Score","fnr",0.29188324670132
"320","cfDNA Fragmentome LCr Score","fnr",0.201172590692561
"321","cfDNA Fragmentome LCr Score","fnr",0.296610169491525
"322","cfDNA Fragmentome LCr Score","fnr",0.256210604375232
"323","cfDNA Fragmentome LCr Score","fnr",0.182772348896127
"324","cfDNA Fragmentome LCr Score","fnr",0.211278792692613
"325","cfDNA Fragmentome LCr Score","fnr",0.1749547920434
"326","cfDNA Fragmentome LCr Score","fnr",0.235817104149026
"327","cfDNA Fragmentome LCr Score","fnr",0.231777231777232
"328","cfDNA Fragmentome LCr Score","fnr",0.199570046578287
"329","cfDNA Fragmentome LCr Score","fnr",0.259991759373712
"330","cfDNA Fragmentome LCr Score","fnr",0.23974407226195
"331","cfDNA Fragmentome LCr Score","fnr",0.345076060848679
"332","cfDNA Fragmentome LCr Score","fnr",0.221003134796238
"333","cfDNA Fragmentome LCr Score","fnr",0.224208566108007
"334","cfDNA Fragmentome LCr Score","fnr",0.203810367744794
"335","cfDNA Fragmentome LCr Score","fnr",0.23766410140335
"336","cfDNA Fragmentome LCr Score","fnr",0.212897891690781
"337","cfDNA Fragmentome LCr Score","fnr",0.204974271012007
"338","cfDNA Fragmentome LCr Score","fnr",0.207191171235315
"339","cfDNA Fragmentome LCr Score","fnr",0.230712711241734
"340","cfDNA Fragmentome LCr Score","fnr",0.274678111587983
"341","cfDNA Fragmentome LCr Score","fnr",0.18144750254842
"342","cfDNA Fragmentome LCr Score","fnr",0.268879668049793
